CHEM_ID,BIOCHEMICAL NAME,RI,MASS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMSPIDER,KEGG,HMDB,PUBCHEM,COMP_ID,CAS,PLATFORM
100003009,doxycycline,829,445.16055,Xenobiotics,Drug - Antibiotic,5233,4000,O[C@@]12C([C@H](N(C)C)C(O)=C(C(N)=O)C2=O)[C@@H](O)C(C(C3=O)=C1O)[C@@H](C)C4=C3C(O)=CC=C4,,,,,39273,24390-14-5,LC/MS Pos Late
100003101,alpha-CEHC glucuronide*,2616,453.17662,Cofactors and Vitamins,Tocopherol Metabolism,4225,,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2C)O1)=O,,,,134819285,39346,477200-36-5,LC/MS Neg
100003119,N-oleoyltaurine,5610,388.2527,Lipid,Endocannabinoid,2078,KOGRJTUIKPMZEJ-KTKRTIGZBU,O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O,4941625,,,6437033,39732,52514-04-2,LC/MS Neg
100003124,linamarin,1440,265.13942,Xenobiotics,Food Component/Plant,4761,QLTCHMYAEJEXBT-ZEBDFXRSBH,O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OC(C)(C#N)C)O,10657,C01594,HMDB33699,11128,39606,554-35-8,LC/MS Pos Early
100003151,linoleoylcarnitine (C18:2)*,1430,424.34214,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1812,MJLXQSQYKZWZCB-DQFWFXSYBW,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,4952667,,HMDB06469,6450015,46223,36816-10-1,LC/MS Pos Late
100003169,isoleucylglycine,1992,187.10881,Peptide,Dipeptide,802,UCGDDTHMMVWVMV-UHFFFAOYAU,O=C(C(C(CC)C)N)NCC(O)=O,303621,,HMDB28907,342532,40008,868-28-0,LC/MS Neg
100003240,N-stearoyltaurine,5782,390.26835,Lipid,Endocannabinoid,2079,LMIJIHJZVURGQK-UHFFFAOYAS,O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O,147194,,,168274,39730,63155-80-6,LC/MS Neg
100003258,2-O-methylascorbic acid,778,189.04046,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4207,RMHBODZVODTFAH-UHFFFAOYAP,OC1=C(OC)C(C(C(CO)O)O1)=O,90149,,,99779,63990,17860-87-6,LC/MS Neg
100003271,beta-citrylglutamate,530,320.06232,Amino Acid,Glutamate Metabolism,54,GAQNUGISBQJMKO-UHFFFAOYAK,OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O,19992713,C20775,,72715786,54923,73590-26-8,LC/MS Neg
100003397,trimethylamine N-oxide,2100,76.07569,Lipid,Phospholipid Metabolism,2147,UYPYRKYUKCHHIB-UHFFFAOYAU,C[N+](C)([O-])C,1113,C01104,HMDB00925,1145,40406,1184-78-7,LC/MS Pos Early
100003415,N6-methyllysine,2831,161.12846,Amino Acid,Lysine Metabolism,109,PQNASZJZHFPQLE-LURJTMIEBL,O=C([C@H](CCCCNC)N)O,144469,C02728,HMDB02038,164795,62860,1188-07-4,LC/MS Pos Early
100003432,dihydroferulate,1928,195.06628,Xenobiotics,Food Component/Plant,4689,BOLQJTPHPSDZHR-UHFFFAOYAM,O=C(CCC1=CC=C(O)C(OC)=C1)O,13701,,,14340,40481,1135-23-5,LC/MS Neg
100003434,imidazole propionate,2263,141.06586,Amino Acid,Histidine Metabolism,76,ZCKYOWGFRHAZIQ-UHFFFAOYAI,OC(CCC1=CN=CN1)=O,63798,,HMDB02271,70630,40730,1074-59-5,LC/MS Pos Early
100003437,imipramine,997,281.20123,Xenobiotics,Drug - Psychoactive,5549,BCGWQEUPMDMJNV-UHFFFAOYAX,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,3568,C07049,HMDB01848,3696,40446,113-52-0,LC/MS Pos Late
100003442,paroxetine,963,330.15,Xenobiotics,Drug - Psychoactive,5551,AHOUBRCZNHFOSL-YOEHRIQHBL,FC1=CC=[C@]([C@@H]2CCNC[C@H]2COC3=CC(OCO4)=C4C=C3)C=C1,39888,"D02362,C07415",,43815,40461,110429-49-8,LC/MS Pos Late
100003444,citalopram/escitalopram,908,325.17107,Xenobiotics,Drug - Psychoactive,5553,WSEQXVZVJXJVFP-FQEVSTJZBT,FC1=CC=[C@]([C@]2(CCCN(C)C)OCC3=C2C=CC(C#N)=C3)C=C1,129277,D07913,HMDB05028,146570,40459,219861-08-2,LC/MS Pos Late
100003470,pregnanediol-3-glucuronide,5145,495.29634,Lipid,Progestin Steroids,3165,ZFFFJLDTCLJDHL-JQYCEVDMBA,[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H],110346,,HMDB10318,123796,40708,1852-49-9,LC/MS Neg
100003472,(15:2)-anacardic acid,5565,343.22786,Xenobiotics,Food Component/Plant,4540,KAOMOVYHGLSFHQ-UTOQUPLUBC,O=C(C1=C(O)C=CC=C1CCCCCCC/C=C\C/C=C\CCC)O,9998782,,HMDB33896,11824131,41397,11034-77-8,LC/MS Neg
100003473,alliin,1470,178.05324,Xenobiotics,Food Component/Plant,4627,XUHLIQGRKRUKPH-ITZCMCNPBT,C=CCS(C[C@H](N)C(O)=O)=O,78760,C08265,HMDB33592,87310,41494,556-27-4,LC/MS Pos Early
100003641,valylglycine,1506,173.09316,Peptide,Dipeptide,982,IOUPEELXVYPCPG-UHFFFAOYAB,O=C(C(C(C)C)N)NCC(O)=O,120256,,HMDB29127,136487,40475,686-43-1,LC/MS Neg
100003674,prolylglycine,2136,173.09207,Peptide,Dipeptide,896,RNKSNIBMTUYWSH-YFKPBYRVBZ,O=[C@]([C@H]1NCCC1)NCC(O)=O,4932143,,HMDB11178,6426709,40703,2578-57-6,LC/MS Pos Early
100003686,N-palmitoylglycine,5580,312.25441,Lipid,Fatty Acid Metabolism (Acyl Glycine),1749,KVTFEOAKFFQCCX-UHFFFAOYAT,O=C(CCCCCCCCCCCCCCC)NCC(O)=O,133100,,HMDB13034,151008,42092,2441-41-0,LC/MS Neg
100003695,mannonate*,2736,195.05102,Xenobiotics,Food Component/Plant,4767,RGHNJXZEOKUKBD-MBMOQRBOBN,O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,2496757,,,3246006,62864,642-99-9,LC/MS Polar
100003769,norfluoxetine,1008,296.12568,Xenobiotics,Drug - Psychoactive,5537,WIQRCHMSJFFONW-UHFFFAOYAX,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C2=CC=CC=C2,4382,,HMDB60551,4541,37252,83891-03-6,LC/MS Pos Late
100003892,lanthionine,1730,209.05906,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",422,DWPCPZJAHOETAG-IMJSIDKUBX,O=C([C@H](CSC[C@@H](C(O)=O)N)N)O,88959,,,98504,42002,3183-08-2,LC/MS Pos Early
100003901,2-stearoyl-GPE (18:0)*,6350,480.30956,Lipid,Lysophospholipid,2562,KIHAGWUUUHJRMS-JOCHJYFZBB,OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O,24769218,,HMDB11129,,41220,,LC/MS Neg
100003926,(R)-3-hydroxybutyrylcarnitine,2400,248.14925,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1837,,CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O,,,HMDB13127,53481617,43264,,LC/MS Pos Early
100003954,5-hydroxymethyl-2-furoic acid,962,141.01933,Amino Acid,Tyrosine Metabolism,211,PCSKKIUURRTAEM-UHFFFAOYAN,O=C(C1=CC=C(CO)O1)O,72827,C20448,HMDB02432,80642,42040,6338-41-6,LC/MS Neg
100003964,famotidine,2620,336.03765,Xenobiotics,Drug - Gastrointestinal,5431,XUFQPHANEAPEMJ-UHFFFAOYAG,O=S(/N=C(CCSCC1=CSC(/N=C(N)\N)=N1)/N)(N)=O,3208,D00318,HMDB01919,5702160,42613,76824-35-6,LC/MS Neg
100003965,doxylamine,3299,271.18049,Xenobiotics,Drug - Respiratory,5593,HCFDWZZGGLSKEP-UHFFFAOYAC,CN(C)CCOC(C1=CC=CC=C1)(C)C2=NC=CC=C2,3050,,HMDB01936,3162,43024,562-10-7,LC/MS Pos Early
100003968,triamterene,3164,254.11487,Xenobiotics,Drug - Cardiovascular,5378,FNYLWPVRPXGIIP-UHFFFAOYAQ,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C3=CC=CC=C3,5345,D00386,HMDB01940,5546,42593,396-01-0,LC/MS Pos Early
100004011,cimetidine,3176,251.10844,Xenobiotics,Drug - Gastrointestinal,5432,,N#CN/C(NCCSCC1=C(C)NC=N1)=N\C,,,,,42592,51481-61-9,LC/MS Neg
100004015,diltiazem,888,415.16861,Xenobiotics,Drug - Cardiovascular,5361,HSUGRBWQSSZJOP-RTWAWAEBBV,O=C1N(CCN(C)C)C2=C(C=CC=C2)S[C@H]([C@H]1OC(C)=O)[C@]3=CC=C(OC)C=C3,35850,C06958,HMDB14487,39186,42981,33286-22-5,LC/MS Pos Late
100004018,fexofenadine,944,502.29519,Xenobiotics,Drug - Respiratory,5594,RWTNPBWLLIMQHL-UHFFFAOYAM,O=C(C(C)(C)C1=CC=C(C(CCCN2CCC(C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CC2)O)C=C1)O,3231,C06999,HMDB05030,3348,42021,83799-24-0,LC/MS Pos Late
100004020,itraconazole,1196,705.24659,Xenobiotics,Drug - Antibiotic,5248,VHVPQPYKVGDNFY-ZPGVKDDIBW,O=C1N(C(CC)C)N=CN1C2=CC=C(N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5O[C@]([C@@]6=CC=C(C=C6Cl)Cl)(CN7N=CN=C7)OC5)C=C2,49927,D00350,,55283,43006,84625-61-6,LC/MS Pos Late
100004034,gemfibrozil,5166,249.14961,Xenobiotics,Drug - Metabolic,5478,HEMJJKBWTPKOJG-UHFFFAOYAS,OC(C(C)(C)CCCOC1=C(C)C=CC(C)=C1)=O,3345,D00334,HMDB15371,3463,42984,25812-30-0,LC/MS Neg
100004046,N-acetylcarnosine,1235,267.10988,Amino Acid,Histidine Metabolism,81,BKAYIFDRRZZKNF-VIFPVBQEBE,OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O,8079136,,HMDB12881,9903482,43488,56353-15-2,LC/MS Neg
100004054,margaroylcarnitine (C17)*,1424,414.35779,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1789,,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O,35015987,,HMDB06210,,57512,106182-29-0,LC/MS Pos Late
100004056,N-methyltaurine,1650,138.02303,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",428,SUZRRICLUFMAQD-UHFFFAOYAV,O=S(O)(CCNC)=O,7594,,,7882,42989,107-68-6,LC/MS Polar
100004059,histidine betaine (hercynine)*,2094,198.12371,Xenobiotics,Food Component/Plant,4740,GPPYTCRVKHULJH-UHFFFAOYAG,C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C,2340795,,,3083620,62278,534-30-5,LC/MS Pos Early
100004083,glycohyocholate,5020,464.30176,Lipid,Secondary Bile Acid Metabolism,3393,,C[C@@]([C@@]1([H])C[C@@H]2O)(CC2)[C@](CC3)([H])[C@]([C@H](O)[C@@H]1O)([H])[C@@](CC4)([H])[C@]3(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O,,,,,42574,,LC/MS Neg
100004088,retinal,1666,285.2213,Cofactors and Vitamins,Vitamin A Metabolism,4291,NCYCYZXNIZJOKI-OVSJKPMPBO,O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,553582,C00376,HMDB01358,638015,40807,,LC/MS Pos Late
100004089,2-hydroxydecanoate,4840,187.13396,Lipid,"Fatty Acid, Monohydroxy",1879,GHPVDCPCKSNJDR-UHFFFAOYAC,OC(C(O)=O)CCCCCCCC,20195,,,21488,42489,5393-81-7,LC/MS Neg
100004110,3-methyl catechol sulfate (2),2860,203.00196,Xenobiotics,Benzoate Metabolism,4351,,OC1=C(OS(=O)(O)=O)C(C)=CC=C1,,,,,46164,,LC/MS Neg
100004111,4-methylcatechol sulfate,2665,203.00196,Xenobiotics,Benzoate Metabolism,4353,,OC1=CC(C)=CC=C1OS(O)(=O)=O,,,,,46146,,LC/MS Neg
100004112,3-methyl catechol sulfate (1),2790,203.00196,Xenobiotics,Benzoate Metabolism,4350,,OC1=C(C)C=CC=C1OS(O)(=O)=O,,,,,46165,,LC/MS Neg
100004169,2-hydroxyibuprofen,807,205.12231,Xenobiotics,"Drug - Analgesics, Anesthetics",5145,,OC(C)(C)CC(C=C1)=CC=C1C(C(O)=O)C,,,HMDB60920,10443535,43330,51146-55-5,LC/MS Pos Late
100004171,carboxyibuprofen,1920,235.09758,Xenobiotics,"Drug - Analgesics, Anesthetics",5147,DIVLBIVDYADZPL-UHFFFAOYAN,OC(C(CC1=CC=C(C(C(O)=O)C)C=C1)C)=O,8619532,,HMDB60564,10444113,43333,15935-54-3,LC/MS Neg
100004173,O-desmethylvenlafaxine,3253,264.19581,Xenobiotics,Drug - Psychoactive,5541,,CN(CC(C1(CCCCC1)O)C2=CC=C(C=C2)O)C,111300,D07793,HMDB60532,125017,43334,300827-87-6,LC/MS Pos Early
100004174,zolpidem,3346,308.17574,Xenobiotics,Drug - Psychoactive,5569,,CN(C(CC1=C(C2=CC=C(C=C2)C)N=C3C=CC(C)=CN13)=O)C,,,,,62976,82626-48-0,LC/MS Pos Early
100004175,warfarin,1096,309.11214,Xenobiotics,Drug - Cardiovascular,5370,,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C(C=CC=C3)=C3O1,,C01541,HMDB01935,,43335,5543-57-7,LC/MS Pos Late
100004176,ketopioglitazone,3335,371.10601,Xenobiotics,Drug - Metabolic,5457,,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC3=NC=C(C(C)=O)C=C3)=O,,,,,43579,146062-45-5,LC/MS Pos Early
100004177,hydroxypioglitazone (M-IV),3080,373.12166,Xenobiotics,Drug - Metabolic,5458,,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC(C=C3)=NC=C3C(C)O)=O,,,,,43580,146062-44-4,LC/MS Pos Early
100004182,3b-hydroxy-5-cholenoic acid,5205,373.27482,Lipid,Secondary Bile Acid Metabolism,3406,HIAJCGFYHIANNA-QIZZZRFXBQ,O[C@@H]1CC2=CC[C@@]([C@@]3([H])[C@@]2(C)CC1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@H](C)CCC(O)=O)([H])CC4,83950,,HMDB00308,92997,43507,5255-17-4,LC/MS Neg
100004208,guaiacol sulfate,2344,203.00196,Xenobiotics,Benzoate Metabolism,4349,AQTYXAPIHMXAAV-UHFFFAOYAZ,COC1=C(OS(O)(=O)=O)C=CC=C1,21078,,HMDB60013,22473,46111,,LC/MS Neg
100004227,2-aminooctanoate,750,160.13321,Lipid,"Fatty Acid, Amino",1686,AKVBCGQVQXPRLD-UHFFFAOYAX,CCCCCCC(C(O)=O)N,62727,,HMDB00991,69522,43343,644-90-6,LC/MS Pos Late
100004241,furosemide,3515,329.00044,Xenobiotics,Drug - Cardiovascular,5381,ZZUFCTLCJUWOSV-UHFFFAOYAU,NS(=O)(C1=C(C=C(C(C(O)=O)=C1)NCC2=CC=CO2)Cl)=O,3322,D00331,HMDB01933,3440,43009,54-31-9,LC/MS Neg
100004243,gamma-CEHC glucuronide*,2500,439.16097,Cofactors and Vitamins,Tocopherol Metabolism,4224,,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O,,,,,42381,,LC/MS Neg
100004284,dimethyl sulfone,832,95.01613,Xenobiotics,Chemical,5780,HHVIBTZHLRERCL-UHFFFAOYAG,CS(C)(=O)=O,5978,C11142,HMDB04983,6213,43424,67-71-0,LC/MS Pos Early
100004286,guaifenesin,2656,199.09649,Xenobiotics,Drug - Respiratory,5603,HSRJKNPTNIJEKV-UHFFFAOYAG,COC1=CC=CC=C1OCC(CO)O,3396,D00337,HMDB04998,3516,43390,93-14-1,LC/MS Pos Early
100004295,2-piperidinone,1675,100.07569,Xenobiotics,Food Component/Plant,4468,XUWHAWMETYGRKB-UHFFFAOYAE,O=C1CCCCN1,12144,,HMDB11749,12665,43400,675-20-7,LC/MS Pos Early
100004299,N-acetyl-1-methylhistidine*,2100,212.1028,Amino Acid,Histidine Metabolism,72,,OC(C(CC1=CN(C)C=N1)NC(C)=O)=O,,,,53859791,43255,,LC/MS Pos Early
100004318,indolin-2-one,2575,134.06004,Xenobiotics,Food Component/Plant,4747,JYGFTBXVXVMTGB-UHFFFAOYAF,O=C1CC2=C(N1)C=CC=C2,284794,C12312,,321710,43374,59-48-3,LC/MS Pos Early
100004322,2-aminophenol sulfate,1677,188.0023,Xenobiotics,Food Component/Plant,5048,VSTZVCJQGSLNLL-UHFFFAOYAM,NC1=CC=CC=C1OS(O)(=O)=O,158022,,HMDB61116,181670,43266,,LC/MS Neg
100004326,3-acetylphenol sulfate,2477,215.00196,Xenobiotics,Chemical,5735,CGFRVKXGZRODPA-UHFFFAOYAL,CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O,16230535,,,,48693,,LC/MS Neg
100004328,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",1998,675.54355,Lipid,Sphingomyelins,2996,KYICBZWZQPCUMO-PSALXKTOBW,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,9608732,,HMDB12097,11433862,42463,,LC/MS Pos Late
100004329,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",2002,701.5592,Lipid,Sphingomyelins,3000,,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,,,,,42459,,LC/MS Pos Late
100004396,3-hydroxyadipate*,3131,161.04554,Lipid,"Fatty Acid, Dicarboxylate",1599,YVOMYDHIQVMMTA-UHFFFAOYAG,OC(CC(O)=O)CCC(O)=O,133894,,HMDB00345,151913,62069,,LC/MS Polar
100004414,2-hydroxyphytanate*,5751,327.29047,Lipid,"Fatty Acid, Branched",1585,CGKMKXBKVBXUGK-UHFFFAOYAY,OC(C(O)=O)C(C)CCCC(C)CCCC(C)CCCC(C)C,164249,,,189026,61702,14721-68-7,LC/MS Neg
100004494,3-hydroxycotinine glucuronide,1745,367.11469,Xenobiotics,Tobacco Metabolite,4454,WALNNKZUGHYSCT-MGKNELHOBT,CN(C1=O)[C@@H](C[C@H]1O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C3=CN=CC=C3,159230,,HMDB01204,183115,43470,132929-88-5,LC/MS Neg
100004499,6-oxopiperidine-2-carboxylate,965,142.05096,Amino Acid,Lysine Metabolism,127,FZXCPFJMYOQZCA-UHFFFAOYAC,OC(C1CCCC(N1)=O)=O,2282737,,HMDB61705,3014237,43231,34622-39-4,LC/MS Neg
100004509,S-allylcysteine,2690,162.05833,Xenobiotics,Food Component/Plant,4851,ZFAHNWWNDFHPOH-UHFFFAOYAF,OC(C(CSCC=C)N)=O,88744,,HMDB34323,98280,43239,21593-77-1,LC/MS Pos Early
100004523,N-delta-acetylornithine,2719.9,173.09316,Amino Acid,Urea cycle; Arginine and Proline Metabolism,463,SRXKAYJJGAAOBP-UHFFFAOYAF,CC(NCCCC(N)C(O)=O)=O,8096135,,,9920500,43249,,LC/MS Polar
100004541,acisoga,2297,183.1139,Amino Acid,Polyamine Metabolism,506,OAUYENAPBFTAQT-UHFFFAOYAN,O=C1N(CCCN([H])C(C)=O)CCC1,114601,,,129397,43258,106692-36-8,LC/MS Neg
100004542,2-aminoheptanoate,3160,146.11756,Lipid,"Fatty Acid, Amino",1681,RDFMDVXONNIGBC-UHFFFAOYAG,OC(C(CCCCC)N([H])[H])=O,198338,,,227939,43761,1115-90-8,LC/MS Pos Early
100004561,N-formylanthranilic acid,2150,164.03531,Amino Acid,Tryptophan Metabolism,259,LLLPDUXGHXIXIW-UHFFFAOYAW,OC(C1=CC=CC=C1N([H])C=O)=O,91624,C05653,HMDB04089,101399,43549,3342-77-6,LC/MS Neg
100004575,"N2,N5-diacetylornithine",1367,215.10373,Amino Acid,Urea cycle; Arginine and Proline Metabolism,465,XUYANFPPYJSBPU-UHFFFAOYAB,OC(C(CCCNC(C)=O)N([H])C(C)=O)=O,8573834,,,65977,43591,39825-23-5,LC/MS Neg
100004601,1H-indole-7-acetic acid,2862,174.05605,Xenobiotics,Bacterial/Fungal,5089,KNSAWRXCIVESQC-UHFFFAOYAV,O=C(O)CC1=C2C(C=CN2)=CC=C1,13535457,,,,57783,39689-63-9,LC/MS Neg
100004634,3-methoxytyramine sulfate,1722,246.04416,Amino Acid,Tyrosine Metabolism,197,ORZHQEJEAKXCJA-UHFFFAOYAN,NCCC1=CC(OC)=C(OS(=O)(O)=O)C=C1,21233674,,,,44618,,LC/MS Neg
100004635,methionine sulfone,1250,182.04816,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",395,UCUNFLYVYCGDHP-UHFFFAOYAG,O=S(C)(CCC(N)C(O)=O)=O,63154,,,69961,44878,820-10-0,LC/MS Pos Early
100005350,1-linolenoyl-GPC (18:3)*,1410,518.32412,Lipid,Lysophospholipid,2511,,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,,,HMDB10388,,45951,,LC/MS Pos Late
100005367,N-acetylalliin,1348,220.06381,Xenobiotics,Food Component/Plant,4628,,C=CCS(C[C@H](NC(C)=O)C(O)=O)=O,,,,,45404,,LC/MS Pos Early
100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1566,464.3136,Lipid,Lysoplasmalogen,2727,,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,,,,,44621,,LC/MS Pos Late
100005373,fructosyllysine,2784,309.16563,Amino Acid,Lysine Metabolism,115,BFSYFTQDGRDJNV-QCNRFFRDBO,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,110281,,,123708,46227,21291-40-7,LC/MS Pos Early
100005383,N-methylpipecolate,1932,144.10191,Xenobiotics,Bacterial/Fungal,5090,BPSLZWSRHTULGU-ZCFIWIBFBM,CN1[C@@H](C(O)=O)CCCC1,9461516,,,11286529,47101,41447-17-0,LC/MS Pos Early
100005384,O-sulfo-L-tyrosine,990,260.02343,Xenobiotics,Chemical,5718,CIQHWLTYGMYQQR-QMMMGPOBBK,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,448617,,,514186,45413,,LC/MS Neg
100005389,ferulic acid 4-sulfate,1200,273.00744,Xenobiotics,Food Component/Plant,4711,PZPATWACAAOHTJ-HWKANZROBD,COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1,4878542,,HMDB29200,6305574,47114,86321-29-1,LC/MS Neg
100005391,3-(3-hydroxyphenyl)propionate sulfate,1294,245.01253,Xenobiotics,Benzoate Metabolism,4411,IQWLPDPKVFZEOK-UHFFFAOYAQ,OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O,162993,,,187488,45415,86321-32-6,LC/MS Neg
100005402,11-ketoetiocholanolone glucuronide,4280,479.22865,Lipid,Androgenic Steroids,3212,,O=C1C2[C@](CC[C@H]3OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)(C)[C@](C3)([H])CCC2C(CCC5=O)[C@]5(C)C1,,,,,47135,17181-16-7,LC/MS Neg
100005403,etiocholanolone glucuronide,4915,465.24939,Lipid,Androgenic Steroids,3229,,O=C1[C@](CC2)(C)C(CC1)C3C2[C@](CC[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O5)(C)[C@](C4)([H])CC3,,,HMDB04484,270605,47112,3602-09-3,LC/MS Neg
100005418,17alpha-hydroxypregnanolone glucuronide,5071.9,509.2756,Lipid,Pregnenolone Steroids,3130,,O=C(C)[C@]1(O)[C@]2(C)C(CC1)C3C(CC2)[C@](CC[C@@H](OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H]([C@@](O)=O)O4)C5)(C)[C@@]5([H])CC3,,,,,47403,,LC/MS Neg
100005466,N-acetyltaurine,1249,166.01795,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",429,CXJAAWRLVGAKDV-UHFFFAOYAS,O=S(CCNC(C)=O)(O)=O,140553,,,159864,48187,,LC/MS Polar
100005716,1-oleoyl-GPG (18:1)*,5610,509.28849,Lipid,Lysophospholipid,2605,,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC(O)CO)(O)=O,34999689,,,,45968,,LC/MS Neg
100005717,1-palmitoyl-GPG (16:0)*,5570,483.27284,Lipid,Lysophospholipid,2600,BVJSKAUUFXBDOB-UHFFFAOYAJ,O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O,2548639,,,3300276,45970,,LC/MS Neg
100005834,9-hydroxystearate,5384,299.25917,Lipid,"Fatty Acid, Monohydroxy",1919,RKHXDCVAPIMDMG-UHFFFAOYAA,OC(CCCCCCCC(O)=O)CCCCCCCCC,7844595,,HMDB61661,9570127,47120,25498-28-6,LC/MS Neg
100005850,3-methylglutarylcarnitine (2),2687,290.15982,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",339,HFCPFJNSBPQJDP-UHFFFAOYAE,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)CC(O)=O)=O)=O,113619,,HMDB00552,128145,46548,,LC/MS Pos Early
100005864,methyl glucopyranoside (alpha + beta),1070,193.0718,Xenobiotics,Food Component/Plant,4896,,O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O,,,,,46144,,LC/MS Neg
100005946,2-keto-3-deoxy-gluconate,1900,177.04046,Xenobiotics,Food Component/Plant,4930,WPAMZTWLKIDIOP-WVZVXSGGBW,OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O,141630,C00204,HMDB01353,161227,48141,17510-99-5,LC/MS Polar
100005972,alpha-CEHC sulfate,3090,357.10134,Cofactors and Vitamins,Tocopherol Metabolism,4226,,CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C,,,,,47666,,LC/MS Neg
100005985,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",1860,673.5279,Lipid,Sphingomyelins,2997,,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,,,,,47154,,LC/MS Pos Late
