CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,,HMDB,PUBCHEM,CHEMSPIDER,KEGG,CAS,PRIMARY_ID
100004208,209,46111,143736,Xenobiotics,Benzoate Metabolism,4502,NAMED,AQTYXAPIHMXAAV-UHFFFAOYSA-N,COC1=C(OS(O)(=O)=O)C=CC=C1,guaiacol sulfate,guaiacol sulfate,,HMDB0060013,pubchem:22473,chemspider:21078,,,HMDB0060013
100004227,209,43343,143991,Lipid,"Fatty Acid, Amino",1756,NAMED,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(O)=O)N,2-aminooctanoate,2-aminooctanoate,,HMDB0000991,pubchem:69522,chemspider:62727,,CAS:644-90-6,HMDB0000991
100004241,209,43009,143973,Xenobiotics,Drug - Cardiovascular,5675,NAMED,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NS(=O)(C1=C(C=C(C(C(O)=O)=C1)NCC2=CC=CO2)Cl)=O,furosemide,furosemide,,HMDB0001933,pubchem:3440,chemspider:3322,kegg:D00331,CAS:54-31-9,HMDB0001933
100004243,209,42381,144301,Cofactors and Vitamins,Tocopherol Metabolism,4370,NAMED,NOZSTAZEOBPSBY-UHFFFAOYSA-N,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O,gamma-CEHC glucuronide*,gamma-CEHC glucuronide*,,,pubchem:121596235,,,,pubchem:121596235
100004284,400,43424,157011,Xenobiotics,Chemical,6153,NAMED,HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(C)(=O)=O,dimethyl sulfone,dimethyl sulfone,,HMDB0004983,pubchem:6213,chemspider:5978,kegg:C11142,CAS:67-71-0,HMDB0004983
100004286,400,43390,179263,Xenobiotics,Drug - Respiratory,5949,NAMED,HSRJKNPTNIJEKV-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(CO)O,guaifenesin,guaifenesin,,HMDB0004998,pubchem:3516,chemspider:3396,kegg:D00337,CAS:93-14-1,HMDB0004998
100004295,400,43400,157005,Xenobiotics,Food Component/Plant,4637,NAMED,XUWHAWMETYGRKB-UHFFFAOYSA-N,O=C1CCCCN1,2-piperidinone,2-piperidinone,,HMDB0011749,pubchem:12665,chemspider:12144,,CAS:675-20-7,HMDB0011749
100004299,400,43255,156987,Amino Acid,Histidine Metabolism,76,NAMED,GVRCKHXHWSYDEF-UHFFFAOYSA-N,OC(C(CC1=CN(C)C=N1)NC(C)=O)=O,N-acetyl-1-methylhistidine*,N-acetyl-1-methylhistidine*,,HMDB0240340,pubchem:53859791,,,,HMDB0240340
100004318,400,43374,157003,Xenobiotics,Food Component/Plant,4939,NAMED,JYGFTBXVXVMTGB-UHFFFAOYSA-N,O=C1CC2=C(N1)C=CC=C2,indolin-2-one,indolin-2-one,,,pubchem:321710,chemspider:284794,kegg:C12312,CAS:59-48-3,pubchem:321710
100004321,209,48691,207569,Xenobiotics,Food Component/Plant,4778,NAMED,ZLYUIVZAQHFCNP-UHFFFAOYSA-N,O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1,"2,8-quinolinediol sulfate","2,8-quinolinediol sulfate",,HMDB0240658,,,,,HMDB0240658
100004322,209,43266,143737,Xenobiotics,Food Component/Plant,5251,NAMED,VSTZVCJQGSLNLL-UHFFFAOYSA-N,NC1=CC=CC=C1OS(O)(=O)=O,2-aminophenol sulfate,2-aminophenol sulfate,,HMDB0061116,pubchem:181670,chemspider:158022,,,HMDB0061116
100004326,209,48693,207571,Xenobiotics,Chemical,6108,NAMED,CGFRVKXGZRODPA-UHFFFAOYSA-N,CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O,3-acetylphenol sulfate,3-acetylphenol sulfate,,,,chemspider:16230535,,,
100004327,209,45966,148646,Lipid,Lysophospholipid,2703,NAMED,ZPDQFUYPBVXUKS-KEKNWZKVSA-N,O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N,1-stearoyl-GPS (18:0)*,1-stearoyl-GPS (18:0)*,,HMDB0061698,pubchem:74819135,chemspider:7826051,,,HMDB0061698
100004328,402,42463,164531,Lipid,Sphingomyelins,3114,NAMED,KYICBZWZQPCUMO-PSALXKTOSA-N,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",,HMDB0012097,pubchem:11433862,chemspider:9608732,,,HMDB0012097
100004329,402,42459,161023,Lipid,Sphingomyelins,3118,NAMED,IWHLTJGDYLJQSH-FLPFCPAFSA-N,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",,"HMDB0240638,HMDB0240613",,,,,HMDB0240638
100004396,305,62069,218878,Lipid,"Fatty Acid, Dicarboxylate",1669,NAMED,YVOMYDHIQVMMTA-UHFFFAOYSA-N,OC(CC(O)=O)CCC(O)=O,3-hydroxyadipate,3-hydroxyadipate,,HMDB0000345,pubchem:151913,chemspider:133894,,,HMDB0000345
100004494,209,43470,151111,Xenobiotics,Tobacco Metabolite,4615,NAMED,WALNNKZUGHYSCT-MGKNELHOSA-N,CN(C1=O)[C@@H](C[C@H]1O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C3=CN=CC=C3,3-hydroxycotinine glucuronide,3-hydroxycotinine glucuronide,,HMDB0001204,pubchem:53477725,chemspider:159230,,CAS:132929-88-5,HMDB0001204
100004499,209,43231,143979,Amino Acid,Lysine Metabolism,133,NAMED,FZXCPFJMYOQZCA-UHFFFAOYSA-N,OC(C1CCCC(N1)=O)=O,6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,,HMDB0061705,pubchem:3014237,chemspider:2282737,,CAS:34622-39-4,HMDB0061705
100004509,400,43239,156985,Xenobiotics,Food Component/Plant,5045,NAMED,ZFAHNWWNDFHPOH-UHFFFAOYSA-N,OC(C(CSCC=C)N)=O,S-allylcysteine,S-allylcysteine,,HMDB0034323,pubchem:98280,chemspider:88744,,CAS:21593-77-1,HMDB0034323
100004518,209,43534,150400,Xenobiotics,Drug - Metabolic,5801,NAMED,OFCNXPDARWKPPY-UHFFFAOYSA-N,OC1=NC=NC2=C1C=NN2,allopurinol,allopurinol,,HMDB0014581,pubchem:135401907,chemspider:2010,kegg:D00224,CAS:315-30-0,HMDB0014581
100004523,209,43249,124707,Amino Acid,Urea cycle; Arginine and Proline Metabolism,508,NAMED,SRXKAYJJGAAOBP-UHFFFAOYSA-N,CC(NCCCC(N)C(O)=O)=O,N-delta-acetylornithine,N-delta-acetylornithine,,HMDB0003357,pubchem:9920500,chemspider:8096135,kegg:C00437,,HMDB0003357
100004541,209,43258,144587,Amino Acid,Polyamine Metabolism,551,NAMED,OAUYENAPBFTAQT-UHFFFAOYSA-N,O=C1N(CCCN([H])C(C)=O)CCC1,acisoga,acisoga,,HMDB0061384,pubchem:129397,chemspider:114601,,CAS:106692-36-8,HMDB0061384
100004542,400,43761,157045,Lipid,"Fatty Acid, Amino",1751,NAMED,RDFMDVXONNIGBC-UHFFFAOYSA-N,OC(C(CCCCC)N([H])[H])=O,2-aminoheptanoate,2-aminoheptanoate,,HMDB0094649,pubchem:227939,chemspider:198338,,CAS:1115-90-8,HMDB0094649
100004561,209,43549,212072,Amino Acid,Tryptophan Metabolism,274,NAMED,LLLPDUXGHXIXIW-UHFFFAOYSA-N,OC(C1=CC=CC=C1N([H])C=O)=O,N-formylanthranilic acid,N-formylanthranilic acid,,HMDB0004089,pubchem:101399,chemspider:91624,kegg:C05653,CAS:3342-77-6,HMDB0004089
100004575,209,43591,153118,Amino Acid,Urea cycle; Arginine and Proline Metabolism,510,NAMED,XUYANFPPYJSBPU-UHFFFAOYSA-N,OC(C(CCCNC(C)=O)N([H])C(C)=O)=O,"N2,N5-diacetylornithine","N2,N5-diacetylornithine",,HMDB0240345,pubchem:65977,chemspider:8573834,,CAS:39825-23-5,HMDB0240345
100004601,209,57783,213695,Xenobiotics,Bacterial/Fungal,5328,NAMED,KNSAWRXCIVESQC-UHFFFAOYSA-N,O=C(O)CC1=C2C(C=CN2)=CC=C1,1H-indole-7-acetic acid,1H-indole-7-acetic acid,,,pubchem:18356439,chemspider:13535457,,CAS:39689-63-9,pubchem:18356439
100004634,209,44618,143738,Amino Acid,Tyrosine Metabolism,206,NAMED,ORZHQEJEAKXCJA-UHFFFAOYSA-N,NCCC1=CC(OC)=C(OS(=O)(O)=O)C=C1,3-methoxytyramine sulfate,3-methoxytyramine sulfate,,,pubchem:54133459,chemspider:21233674,,,pubchem:54133459
100004635,400,44878,157087,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",439,NAMED,UCUNFLYVYCGDHP-UHFFFAOYSA-N,O=S(C)(CCC(N)C(O)=O)=O,methionine sulfone,methionine sulfone,,HMDB0062174,pubchem:69961,chemspider:63154,,CAS:820-10-0,HMDB0062174
100005350,402,45951,159653,Lipid,Lysophospholipid,2619,NAMED,WKQNRCYKYCKESD-YHTMAJSVSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,1-linolenoyl-GPC (18:3)*,1-linolenoyl-GPC (18:3)*,,HMDB0010388,,,kegg:C04100,,HMDB0010388
100005367,209,45404,144585,Xenobiotics,Food Component/Plant,4818,NAMED,CCCNUHFRBBIFHO-CVSPRKDYSA-N,C=CCS(C[C@H](NC(C)=O)C(O)=O)=O,N-acetylalliin,N-acetylalliin,,,,,,,
100005372,402,44621,163990,Lipid,Lysoplasmalogen,2837,NAMED,URGVIWXYPWWBQO-ZCJATDNESA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,,,,,HMDB0240599
100005373,400,46227,221883,Amino Acid,Lysine Metabolism,121,NAMED,BFSYFTQDGRDJNV-QCNRFFRDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,fructosyllysine,fructosyllysine,,HMDB0034879,pubchem:9839580,chemspider:110281,,CAS:21291-40-7,HMDB0034879
100005383,400,47101,157354,Xenobiotics,Bacterial/Fungal,5329,NAMED,BPSLZWSRHTULGU-ZCFIWIBFSA-N,CN1[C@@H](C(O)=O)CCCC1,N-methylpipecolate,N-methylpipecolate,,,pubchem:11286529,chemspider:9461516,,CAS:41447-17-0,pubchem:11286529
100005384,209,45413,143779,Xenobiotics,Chemical,6090,NAMED,CIQHWLTYGMYQQR-QMMMGPOBSA-N,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,O-sulfo-L-tyrosine,O-sulfo-L-tyrosine,,HMDB0155722,pubchem:514186,chemspider:448617,,,HMDB0155722
100005389,209,47114,149387,Xenobiotics,Food Component/Plant,4902,NAMED,PZPATWACAAOHTJ-HWKANZROSA-N,COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1,ferulic acid 4-sulfate,ferulic acid 4-sulfate,,HMDB0029200,pubchem:6305574,chemspider:4878542,,CAS:86321-29-1,HMDB0029200
100005391,209,45415,153117,Xenobiotics,Benzoate Metabolism,4569,NAMED,IQWLPDPKVFZEOK-UHFFFAOYSA-N,OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O,3-(3-hydroxyphenyl)propionate sulfate,3-(3-hydroxyphenyl)propionate sulfate,,HMDB0094710,pubchem:187488,chemspider:162993,,CAS:86321-32-6,HMDB0094710
100005402,209,47135,149413,Lipid,Androgenic Steroids,3337,NAMED,QTXWOOLAHRQMGZ-NFZJBPARSA-N,O=C1C2[C@](CC[C@H]3OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)(C)[C@](C3)([H])CCC2C(CCC5=O)[C@]5(C)C1,11-ketoetiocholanolone glucuronide,11-ketoetiocholanolone glucuronide,,,,,,CAS:17181-16-7,
100005403,209,47112,149383,Lipid,Androgenic Steroids,3354,NAMED,VFUIRAVTUVCQTF-ILTUOXSPSA-N,O=C1[C@](CC2)(C)C(CC1)C3C2[C@](CC[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O5)(C)[C@](C4)([H])CC3,etiocholanolone glucuronide,etiocholanolone glucuronide,,HMDB0004484,pubchem:270605,,,CAS:3602-09-3,HMDB0004484
100005418,209,47403,149441,Lipid,Pregnenolone Steroids,3249,NAMED,IZDWMNZNEAXAFE-CQQKWVOPSA-N,O=C(C)[C@]1(O)[C@]2(C)C(CC1)C3C(CC2)[C@](CC[C@@H](OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H]([C@@](O)=O)O4)C5)(C)[C@@]5([H])CC3,17alpha-hydroxypregnanolone glucuronide,17alpha-hydroxypregnanolone glucuronide,,,,,,,
100005466,209,48187,153116,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",473,NAMED,CXJAAWRLVGAKDV-UHFFFAOYSA-N,O=S(CCNC(C)=O)(O)=O,N-acetyltaurine,N-acetyltaurine,,HMDB0240253,pubchem:159864,chemspider:140553,,,HMDB0240253
100005818,209,47136,149415,Xenobiotics,Food Component/Plant,5098,NAMED,LKRAEHUDIUJBSF-ZETCQYMHSA-N,OC([C@H](CSCC=C)N([H])C(C)=O)=O,N-acetyl-S-allyl-L-cysteine,N-acetyl-S-allyl-L-cysteine,,HMDB0240543,pubchem:152467,chemspider:134378,,CAS:23127-41-5,HMDB0240543
100005834,209,47120,149393,Lipid,"Fatty Acid, Monohydroxy",2003,NAMED,RKHXDCVAPIMDMG-UHFFFAOYSA-N,OC(CCCCCCCC(O)=O)CCCCCCCCC,9-hydroxystearate,9-hydroxystearate,,HMDB0061661,pubchem:9570127,chemspider:7844595,,CAS:25498-28-6,HMDB0061661
100005837,400,52365,165219,Xenobiotics,"Drug - Analgesics, Anesthetics",5441,NAMED,BRUQQQPBMZOVGD-XFKAJCMBSA-N,O[C@@]([C@]1([H])N(C)CC2)(CCC3=O)[C@@]2(C4=C(C=C5)C1)[C@@]3([H])OC4=C5OC,oxycodone,oxycodone,,HMDB0014640,pubchem:5284603,chemspider:4447649,"kegg:D05312,C08018,DG00813",CAS:76-42-6,HMDB0014640
100005850,400,46548,157257,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",375,NAMED,HFCPFJNSBPQJDP-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)CC(O)=O)=O)=O,3-methylglutarylcarnitine (2),3-methylglutarylcarnitine (2),,HMDB0000552,pubchem:128145,chemspider:113619,,,HMDB0000552
100005864,209,46144,144231,Xenobiotics,Food Component/Plant,5091,NAMED,HOVAGTYPODGVJG-ZFYZTMLRSA-N,O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O,methyl glucopyranoside (alpha + beta),methyl glucopyranoside (alpha + beta),,HMDB0029965,"pubchem:445238,3036743,2108",,,,HMDB0029965
100005933,209,47883,150409,Xenobiotics,Drug - Metabolic,5781,NAMED,CZBPKFICAYVHHM-JWQCQUIFSA-N,FC1=CC=C(C=C1)C2=C(C3=CC=CC=C3)C(C(N([H])C4=CC=CC=C4O)=O)=C(C(C)C)N2CC[C@H](C[C@H](CC(O)=O)O)O,o-hydroxyatorvastatin,o-hydroxyatorvastatin,,,pubchem:9808225,chemspider:7983984,,CAS:214217-86-4,pubchem:9808225
100005937,402,47879,160228,Xenobiotics,Drug - Metabolic,5782,NAMED,MNECBMZJZFGTIK-UHFFFAOYSA-N,CC(C1=C(C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)F)N1CCC4CC(CC(O4)=O)O)C(NC5=CC=CC=C5O)=O)C,o-hydroxyatorvastatin lactone,o-hydroxyatorvastatin lactone,,,pubchem:10650434,chemspider:14271541,,,pubchem:10650434
100005940,402,47878,160227,Xenobiotics,Drug - Metabolic,5780,NAMED,OUCSEDFVYPBLLF-KAYWLYCHSA-N,CC(C1=C(C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)F)N1CC[C@@H]4C[C@H](CC(O4)=O)O)C(NC5=CC=CC=C5)=O)C,atorvastatin lactone,atorvastatin lactone,,,pubchem:6483036,chemspider:4983494,,CAS:125995-03-1,pubchem:6483036
100005946,305,48141,160468,Xenobiotics,Food Component/Plant,5130,NAMED,WPAMZTWLKIDIOP-WVZVXSGGSA-N,OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O,2-keto-3-deoxy-gluconate,2-keto-3-deoxy-gluconate,,HMDB0001353,pubchem:161227,chemspider:141630,kegg:C00204,CAS:17510-99-5,HMDB0001353
100005952,209,48143,151145,Xenobiotics,Drug - Neurological,5819,NAMED,UMYDNZXEHYSVFY-UHFFFAOYSA-N,OC(C(CC=C)CCC)=O,2-propyl-4-pentenoate (4-ene-valproate),2-propyl-4-pentenoate (4-ene-valproate),,,pubchem:104896,chemspider:94669,,CAS:1575-72-0,pubchem:104896
100005972,209,47666,153114,Cofactors and Vitamins,Tocopherol Metabolism,4372,NAMED,ZQMMTPNJGWUHCB-UHFFFAOYSA-N,CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C,alpha-CEHC sulfate,alpha-CEHC sulfate,,,,,,,
100005985,402,47154,164532,Lipid,Sphingomyelins,3115,NAMED,SOWIKWJDPCEPOJ-IOBWIPHESA-N,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*",,"HMDB0240637,HMDB0240612",,,,,HMDB0240637
100005986,402,47153,164529,Lipid,Sphingomyelins,3130,NAMED,WKZHECFHXLTOLJ-QYKFWSDSSA-N,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*",,HMDB0012107,pubchem:44260126,chemspider:24846874,,CAS:94359-13-4,HMDB0012107
100005996,402,61865,218582,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1919,NAMED,CYPBWZKNUDFJJE-PLNGDYQASA-N,O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecenedioylcarnitine (C18:1-DC)*,octadecenedioylcarnitine (C18:1-DC)*,,,,chemspider:28639201,,CAS:251981-06-3,
100005998,402,61867,218585,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1918,NAMED,ULCCGBCYWCYNIC-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecanedioylcarnitine (C18-DC)*,octadecanedioylcarnitine (C18-DC)*,,,,chemspider:28639203,,CAS:123233-50-1,
100006005,209,37185,144272,Lipid,Androgenic Steroids,3380,NAMED,LERFMBCTNMFXCT-ILBJSTGGSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)","5alpha-androstan-3alpha,17beta-diol monosulfate (2)",,,pubchem:121596225,,,,pubchem:121596225
100006051,402,48182,160274,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1885,NAMED,ABVVZYXTZLEOHP-OLHLWXQYSA-N,O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C,myristoleoylcarnitine (C14:1)*,myristoleoylcarnitine (C14:1)*,,HMDB0240588,pubchem:129691961,chemspider:34999520,,CAS:889848-55-9,HMDB0240588
100006056,209,48433,155077,Amino Acid,Tyrosine Metabolism,227,NAMED,NSTPXGARCQOSAU-VIFPVBQESA-N,OC([C@@H](NC=O)CC1=CC=CC=C1)=O,N-formylphenylalanine,N-formylphenylalanine,,HMDB0240317,"pubchem:759256,7064571",chemspider:663938,,CAS:13200-85-6,HMDB0240317
100006082,209,48441,154475,Xenobiotics,Chemical,6214,NAMED,MDQKYGOECVSPIW-UHFFFAOYSA-N,ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N,4-hydroxychlorothalonil,4-hydroxychlorothalonil,,HMDB0240624,pubchem:34217,chemspider:31530,,CAS:28343-61-5,HMDB0240624
100006089,209,48997,160593,Xenobiotics,Food Component/Plant,5132,NAMED,HRHBRUPGUDLQIF-ONEGZZNKSA-N,C/C=C/C1=CC(OC)=C(OS(O)(=O)=O)C=C1,isoeugenol sulfate,isoeugenol sulfate,,,pubchem:122198202,chemspider:157181,,,pubchem:122198202
100006092,209,48408,155063,Amino Acid,Tyrosine Metabolism,226,NAMED,DYDUXGMDSXJQFT-UHFFFAOYSA-N,NCCC1=CC=C(OS(O)(=O)=O)C=C1,tyramine O-sulfate,tyramine O-sulfate,,HMDB0006409,pubchem:153005,chemspider:134849,,CAS:30223-92-8,HMDB0006409
100006094,209,48409,155065,Xenobiotics,Food Component/Plant,5131,NAMED,YPXHXDXMTWPQTO-SNAWJCMRSA-N,O=C(/C=C/C1=CC=CC(OS(=O)(O)=O)=C1)O,3-hydroxycinnamate sulfate,3-hydroxycinnamate sulfate,,,pubchem:6443141,chemspider:4947175,,CAS:86321-30-4,pubchem:6443141
100006098,209,48448,155087,Xenobiotics,Chemical,6222,NAMED,BDERIBJTVYFANV-UHFFFAOYSA-N,O=S(OC1=CC=CN=C1)(O)=O,3-hydroxypyridine sulfate,3-hydroxypyridine sulfate,,,,chemspider:16232314,,CAS:1955-23-3,
100006104,209,48417,219296,Amino Acid,Tyrosine Metabolism,171,NAMED,VWUXKIFPPPVAAK-UHFFFAOYSA-N,[H]N([H])CCC1=CC(OS(=O)(O)=O)=CC=C1,m-tyramine sulfate,m-tyramine sulfate,,,,,,CAS:175727-14-7,
100006105,209,48418,219297,Xenobiotics,Benzoate Metabolism,4501,NAMED,LILXPJXZNJTPQZ-UHFFFAOYSA-N,CC1=CC=C(OS(=O)(O)=O)C(OC)=C1,4-methylguaiacol sulfate,4-methylguaiacol sulfate,,,,,,CAS:756760-43-7,
100006106,209,48696,222424,Xenobiotics,Food Component/Plant,4630,NAMED,PVWYGTJERKKPRW-UHFFFAOYSA-N,O=C1C=COC(C)=C1OS(=O)(O)=O,maltol sulfate,maltol sulfate,,,,,,,
100006108,400,48425,157774,Peptide,Acetylated Peptides,1184,NAMED,DZTZJNGATJMDSH-CYBMUJFWSA-N,O=C(CC1=CC=CC=C1)O[C@H](CC([O-])=O)C[N+](C)(C)C,phenylacetylcarnitine,phenylacetylcarnitine,,,pubchem:101724840,,,CAS:287108-21-8,pubchem:101724840
100006115,305,48255,153226,Carbohydrate,Pentose Metabolism,1283,NAMED,QXKAIJAYHKCRRA-JJYYJPOSSA-N,OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O,arabonate/xylonate,arabonate/xylonate,,HMDB0000539,"pubchem:122045,6602431",,"kegg:C00502,C05411",,HMDB0000539
100006116,209,48429,155073,Xenobiotics,Benzoate Metabolism,4545,NAMED,IBEAHXYYSZWGED-UHFFFAOYSA-N,O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1,methyl-4-hydroxybenzoate sulfate,methyl-4-hydroxybenzoate sulfate,,HMDB0041646,pubchem:10657183,,,,HMDB0041646
100006121,209,48341,153390,Lipid,Monoacylglycerol,2862,NAMED,LERKRWCYZNDWFH-QNEBEIHSSA-N,OCC(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,1-dihomo-linolenylglycerol (20:3),1-dihomo-linolenylglycerol (20:3),,HMDB0011577,,,,,HMDB0011577
100006123,400,48679,157822,Amino Acid,Histidine Metabolism,101,NAMED,XJWPISBUKWZALE-UHFFFAOYSA-N,O=C(C)NCCC1=CNC=N1,N-acetylhistamine,N-acetylhistamine,,HMDB0013253,pubchem:69602,chemspider:62805,kegg:C05135,CAS:673-49-4,HMDB0013253
100006125,209,48733,155115,Amino Acid,Tyrosine Metabolism,228,NAMED,LGXHPUANUXIBJQ-UHFFFAOYSA-N,OCC1=CC(OC)=C(OS(O)(=O)=O)C=C1,vanillic alcohol sulfate,vanillic alcohol sulfate,,HMDB0041788,,,,CAS:754920-02-0,HMDB0041788
100006126,209,48442,155083,Xenobiotics,Food Component/Plant,5117,NAMED,FKCHAXAGQVCJPN-UHFFFAOYSA-N,COC1=C(OS(O)(=O)=O)C=CC(C=C)=C1,4-vinylguaiacol sulfate,4-vinylguaiacol sulfate,,HMDB0127980,pubchem:53803570,,,,HMDB0127980
100006129,209,54910,208290,Amino Acid,Tyrosine Metabolism,201,NAMED,SVYIZYRTOYHQRE-UHFFFAOYSA-N,OC1=C(OC)C=C(CC(C(O)=O)O)C=C1,vanillactate,vanillactate,,HMDB0000913,pubchem:160637,chemspider:141152,,CAS:2475-56-1,HMDB0000913
100006171,209,48715,155107,Xenobiotics,Food Component/Plant,5123,NAMED,XWAZTQUZONPJEW-UHFFFAOYSA-N,COC1=CC(CC=C)=CC=C1OS(=O)(O)=O,eugenol sulfate,eugenol sulfate,,HMDB0135245,pubchem:180632,chemspider:157181,,CAS:95480-60-7,HMDB0135245
100006173,209,48394,154288,Lipid,Progestin Steroids,3289,NAMED,MENQCIVHHONJLU-GQCBXAOTSA-N,C[C@]12C(C3CC[C@@]4(C[C@@H](CC[C@@]4(C3CC2)C)OS(=O)(O)=O)[H])CCC1C(C)=O,pregnanolone/allopregnanolone sulfate,pregnanolone/allopregnanolone sulfate,,"HMDB0240591,HMDB0062782","pubchem:31402,129699967",,kegg:C05480,,HMDB0240591
100006181,209,54784,207669,Xenobiotics,Drug - Cardiovascular,5694,NAMED,JIVPVXMEBJLZRO-UHFFFAOYSA-N,OC(N1)(C2=CC(S(N)(=O)=O)=C(Cl)C=C2)C(C=CC=C3)=C3C1=O,chlorthalidone,chlorthalidone,,HMDB0014455,pubchem:2732,chemspider:2631,kegg:D00272,CAS:77-36-1,HMDB0014455
100006184,209,48445,155085,Xenobiotics,Chemical,6221,NAMED,ARLAWMCEVZUXEY-UHFFFAOYSA-N,OC1=CC=CC(OS(=O)(O)=O)=C1OC,2-methoxyresorcinol sulfate,2-methoxyresorcinol sulfate,,,,,,CAS:1446269-78-8,
100006190,209,48580,155103,Xenobiotics,Food Component/Plant,5250,NAMED,JCVGTUVGDOWZJE-UHFFFAOYSA-N,CC(NC(C=CC=C1)=C1OS(=O)(O)=O)=O,2-acetamidophenol sulfate,2-acetamidophenol sulfate,,,pubchem:181671,chemspider:158023,,CAS:40712-60-5,pubchem:181671
