name,Metabolite,method,superClass,mainClass,subClass,hmdbId,chebiId,pubChemId,smiles,inChI,inChIKey,CompoundHMDB,chemicalFormula,formulaAdduct(dontuse),LinkedCompounds,adduct,MZ,MZ source
PC 38:3,PC 38:3,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008047,CHEBI:86177,,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C46H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,25,27,44H,6-13,15,17-19,21,23-24,26,28-43H2,1-5H3/b16-14-,22-20-,27-25-/t44-/m1/s1",,,C46H86NO8P,[M],mxp0329-sc ,[M+H]+,812.6163834,Calculated
PC 38:4,PC 38:4,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008048,CHEBI:74965,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,25,27,31,33,44H,6-13,15,17-19,21,23-24,26,28-30,32,34-43H2,1-5H3/b16-14-,22-20-,27-25-,33-31-/t44-/m1/s1",,,C46H84NO8P,[M],mxp2967-sc ,[M+H]+,810.6007334,Calculated
PC 38:6,PC 38:6,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007991,CHEBI:74963,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,27,29,33,35,44H,6-7,9,11-13,15,17-19,22,25-26,28,30-32,34,36-43H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,29-27-,35-33-/t44-/m1/s1",,,C46H80NO8P,[M],mxp0326-sc ,[M+H]+,806.5694334,Calculated
PC 40:10,PC 40:10,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008511,,,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,,,,C48H76NO8P,[M],mxp0332-sc ,[M+H]+,826.5381334,Calculated
PC 40:6,PC 40:6,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008057,CHEBI:84829,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-,37-35-/t46-/m1/s1",,,C48H84NO8P,[M],mxp0334-sc ,[M+H]+,834.6007334,Calculated
PC O-34:1,PC O-34:1,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011208,,,CCCCCCCCCCCCCCCCCC(=O)O[C@]([H])(CO\C=C/CCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,,,,C42H84NO7P,[M],mxp2971-sc ,[M+H]+,746.6058184,Calculated
PC O-34:2,PC O-34:2,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011210,CHEBI:86232,,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H82NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,34,37,41H,6-19,21,23-33,35-36,38-40H2,1-5H3/b22-20-,37-34-/t41-/m1/s1",,,C42H82NO7P,[M],mxp2972-sc ,[M+H]+,744.5901684,Calculated
PC O-34:3,PC O-34:3,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011211,CHEBI:84557,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H80NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,34,37,41H,6-13,15,17-19,21,23-33,35-36,38-40H2,1-5H3/b16-14-,22-20-,37-34-/t41-/m1/s1",,,C42H80NO7P,[M],mxp2973-sc ,[M+H]+,742.5745184,Calculated
PC O-34:5,PC O-34:5,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011214,CHEBI:89980,,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H76NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,34,37,41H,6-7,9,11-13,15,17-19,21,23-24,26,28-33,35-36,38-40H2,1-5H3/b10-8-,16-14-,22-20-,27-25-,37-34-/t41-/m1/s1",,,C42H76NO7P,[M],mxp2975-sc ,[M+H]+,738.5432184,Calculated
PC O-36:3,PC O-36:3,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011244,CHEBI:84555,,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,36,39,43H,6-14,16,18-20,22,24-35,37-38,40-42H2,1-5H3/b17-15-,23-21-,39-36-/t43-/m1/s1",,,C44H84NO7P,[M],mxp2976-sc ,[M+H]+,770.6058184,Calculated
PC O-36:5,PC O-36:5,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011221,CHEBI:89990,,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C44H80NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,36,39,43H,6-7,9,11-13,15,17-19,21,23,26-35,37-38,40-42H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,39-36-/t43-/m1/s1",,,C44H80NO7P,[M],mxp2978-sc ,[M+H]+,766.5745184,Calculated
PC O-38:6,PC O-38:6,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011319,CHEBI:89465,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C46H82NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h14,16,20-23,25,27,31,33,38,41,45H,6-13,15,17-19,24,26,28-30,32,34-37,39-40,42-44H2,1-5H3/b16-14-,22-20-,23-21-,27-25-,33-31-,41-38-/t45-/m1/s1",,,C46H82NO7P,[M],mxp2979-sc ,[M+H]+,792.5901684,Calculated
PC O-38:7,PC O-38:7,CP,Glycerophospholipids,Glycerophosphocholines,O-PC,HMDB0011229,CHEBI:133636,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C46H80NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,27,29,33,35,38,41,45H,6-7,9,11-13,15,17-19,21,23,26,28,30-32,34,36-37,39-40,42-44H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,29-27-,35-33-,41-38-/t45-/m1/s1",,,C46H80NO7P,[M],mxp2980-sc ,[M+H]+,790.5745184,Calculated
PE 34:1,PE 34:1,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008927,CHEBI:73007,,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C39H76NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37H,3-16,19-36,40H2,1-2H3,(H,43,44)/b18-17-/t37-/m1/s1",,,C39H76NO8P,[M],mxp2988-sc ,[M+H]+,718.5381334,Calculated
PE 34:2,PE 34:2,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008928,CHEBI:73008,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C39H74NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37H,3-10,12,14-16,19-36,40H2,1-2H3,(H,43,44)/b13-11-,18-17-/t37-/m1/s1",,,C39H74NO8P,[M],mxp0370-sc ,[M+H]+,716.5224834,Calculated
PE 36:0,PE 36:0,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008991,CHEBI:47766,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C41H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h39H,3-38,42H2,1-2H3,(H,45,46)/t39-/m1/s1",,,C41H82NO8P,[M],mxp0377-sc ,[M+H]+,748.5850834,Calculated
PE 36:1,PE 36:1,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008993,CHEBI:75038,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C41H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18,20,39H,3-17,19,21-38,42H2,1-2H3,(H,45,46)/b20-18-/t39-/m1/s1",,,C41H80NO8P,[M],mxp2989-sc ,[M+H]+,746.5694334,Calculated
PE 36:2,PE 36:2,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008994,CHEBI:133599,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,18,20,39H,3-11,13,15-17,19,21-38,42H2,1-2H3,(H,45,46)/b14-12-,20-18-/t39-/m1/s1",,,C41H78NO8P,[M],mxp2990-sc ,[M+H]+,744.5537834,Calculated
PE 36:3,PE 36:3,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0009060,CHEBI:84543,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C41H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,17-20,39H,3-11,13,15-16,21-38,42H2,1-2H3,(H,45,46)/b14-12-,19-17-,20-18-/t39-/m1/s1",,,C41H76NO8P,[M],mxp0374-sc ,[M+H]+,742.5381334,Calculated
PE 36:4,PE 36:4,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0008937,CHEBI:73009,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C41H74NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h11,13,17-18,20,22,26,28,39H,3-10,12,14-16,19,21,23-25,27,29-38,42H2,1-2H3,(H,45,46)/b13-11-,18-17-,22-20-,28-26-/t39-/m1/s1",,,C41H74NO8P,[M],mxp0373-sc ,[M+H]+,740.5224834,Calculated
PE 38:4,PE 38:4,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0009003,CHEBI:78268,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C43H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,22,24,28,30,41H,3-10,12,14-16,18,20-21,23,25-27,29,31-40,44H2,1-2H3,(H,47,48)/b13-11-,19-17-,24-22-,30-28-/t41-/m1/s1",,,C43H78NO8P,[M],mxp0380-sc ,[M+H]+,768.5537834,Calculated
PE 38:5,PE 38:5,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0009069,CHEBI:75169,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17-19,21-22,24,28,30,41H,3-10,12,14-16,20,23,25-27,29,31-40,44H2,1-2H3,(H,47,48)/b13-11-,19-17-,21-18-,24-22-,30-28-/t41-/m1/s1",,,C43H76NO8P,[M],mxp0379-sc ,[M+H]+,766.5381334,Calculated
PE 38:6,PE 38:6,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0009102,,,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C43H74NO8P,[M],mxp0378-sc ,[M+H]+,764.5224834,Calculated
PE 40:6,PE 40:6,CP,Glycerophospholipids,Glycerophosphoethanolamines,PE,HMDB0009012,CHEBI:79109,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C45H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-/t43-/m1/s1",,,C45H78NO8P,[M],mxp0382-sc ,[M+H]+,792.5537834,Calculated
PE O-34:2,PE O-34:2,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0008952,,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)O\C=C/CCCCCC\C=C/CCCCCCCC,,,,C39H76NO7P,[M],mxp2992-sc ,[M+H]+,702.5432184,Calculated
PE O-34:3,PE O-34:3,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011343,CHEBI:84532,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C39H74NO7P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-39(41)47-38(37-46-48(42,43)45-35-33-40)36-44-34-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,31,34,38H,3-10,12,14-16,18,20-30,32-33,35-37,40H2,1-2H3,(H,42,43)/b13-11-,19-17-,34-31-/t38-/m1/s1",,,C39H74NO7P,[M],mxp2993-sc ,[M+H]+,700.5275684,Calculated
PE O-36:4,PE O-36:4,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011442,,,[H][C@@](CO\C=C/CCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,,C41H76NO7P,[M],mxp2995-sc ,[M+H]+,726.5432184,Calculated
PE O-36:5,PE O-36:5,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011410,,,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,,,,C41H74NO7P,[M],mxp2996-sc ,[M+H]+,724.5275684,Calculated
PE O-38:3,PE O-38:3,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011384,CHEBI:90484,,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,"InChI=1S/C43H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,22,24,35,38,42H,3-10,12,14-16,18,20-21,23,25-34,36-37,39-41,44H2,1-2H3,(H,46,47)/b13-11-,19-17-,24-22-,38-35-/t42-/m1/s1",,,C43H82NO7P,[M],mxp2997-sc ,[M+H]+,756.5901684,Calculated
PE O-38:6,PE O-38:6,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011387,,,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,,,,C43H76NO7P,[M],mxp2998-sc ,[M+H]+,750.5432184,Calculated
PE O-38:7,PE O-38:7,CP,Glycerophospholipids,Glycerophosphoethanolamines,O-PE,HMDB0011420,,,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,,,,C43H74NO7P,[M],mxp2999-sc ,[M+H]+,748.5275684,Calculated
Piperine,Piperine,CP,Alkaloids,Alkaloids,Other alkaloids,HMDB0029377,CHEBI:28821,638024,O=C(/C=C/C=C/c1cc2OCOc2cc1)N1CCCCC1,"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+",MXXWOMGUGJBKIW-YPCIICBESA-N,,C17H19NO3,[M],mxp1276 ,[M+H]+,286.1437704,Calculated
SM 32:1;O2,SM 32:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012097,CHEBI:64486,11433862,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,29|","InChI=1S/C37H75N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h28,30,35-36,40H,6-27,29,31-34H2,1-5H3,(H-,38,41,42,43)/b30-28+/t35-,36+/m0/s1",KYICBZWZQPCUMO-PSALXKTOSA-N,,C37H75N2O6P,[M],mxp3015-sc ,[M+H]+,675.5435524,Calculated
SM 34:1;O2,SM 34:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0010169,CHEBI:78646,9939941,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,31|","InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1",RWKUXQNLWDTSLO-GWQJGLRPSA-N,,C39H79N2O6P,[M],mxp3018-sc ,[M+H]+,703.5748524,Calculated
SM 34:2;O2,SM 34:2;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0013464,,,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCC/C=C\CCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,31|",,,,C39H77N2O6P,[M],mxp3016-sc ,[M+H]+,701.5592024,Calculated
SM 36:1;O2,SM 36:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0001348,CHEBI:83358,6453725,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,33|","InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1",LKQLRGMMMAHREN-YJFXYUILSA-N,,C41H83N2O6P,[M],mxp3017-sc ,[M+H]+,731.6061524,Calculated
SM 36:2;O2,SM 36:2;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012101,CHEBI:84487,,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCC/C=C\CCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,33|","InChI=1S/C41H81N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,32,34,39-40,44H,6-19,22-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b21-20-,34-32+/t39-,40+/m0/s1",,,C41H81N2O6P,[M],mxp0481-sc ,[M+H]+,729.5905024,Calculated
SM 38:1;O2,SM 38:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012102,CHEBI:83359,44260124,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,35|","InChI=1S/C43H87N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h34,36,41-42,46H,6-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b36-34+/t41-,42+/m0/s1",AADLTHQNYQJHQV-SVLGDMRNSA-N,,C43H87N2O6P,[M],mxp0483-sc ,[M+H]+,759.6374524,Calculated
SM 40:1;O2,SM 40:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012103,CHEBI:74532,44260125,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,37|","InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m0/s1",FJJANLYCZUNFSE-TWKUQIQBSA-N,,C45H91N2O6P,[M],mxp0485-sc ,[M+H]+,787.6687524,Calculated
SM 40:2;O2,SM 40:2;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012104,CHEBI:74533,,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,37|","InChI=1S/C45H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h20-21,36,38,43-44,48H,6-19,22-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b21-20-,38-36+/t43-,44+/m0/s1",,,C45H89N2O6P,[M],mxp0484-sc ,[M+H]+,785.6531024,Calculated
